Customer ID,Customer Name,Customer Balance,Invoice Total,Invoice applied amount,Invoice exchange rate,Payment Total,Payment applied amount,Payment exchange rate,Credit Total,Credit applied amount,Credit exchange rate,Adjustment Total,Adjustment applied amount,Adjustment exchange rate
CUST-0933,Customer 0933,-661.22,2083.79,1618.37,1.0253,2040.67,1607.16,0.9238,1147.81,80.35,0.8565,749.03,543.03,0.856
CUST-0934,Customer 0934,-470.81,3824.07,3099.48,1.1528,144.1,36.16,0.8997,1393.74,237.83,1.1846,307.38,155.33,1.0542
CUST-0935,Customer 0935,912.19,3884.53,2764.64,1.0667,1988.36,1254.71,0.907,1287.92,802.19,1.1238,1316.55,512.18,1.1548
CUST-0936,Customer 0936,-679.85,1113.39,114.45,0.9887,1054.2,162.07,1.0211,1413.5,432.05,1.1834,437.07,54.11,1.0573
CUST-0937,Customer 0937,361.11,4713.54,2239.04,0.9286,1370.75,498.67,0.8959,1811.09,388.88,0.8871,426.83,335.12,1.1583
CUST-0938,Customer 0938,-970.16,691.21,417.08,0.8344,2596.41,1880.74,0.9575,1126.94,257.9,0.8071,409.16,252.64,1.1996
CUST-0939,Customer 0939,2836.41,4491.0,1102.84,0.8979,1990.79,1257.52,1.0622,135.7,29.15,0.9749,1151.18,433.86,0.9437
CUST-0940,Customer 0940,-33.57,591.94,25.19,0.8045,372.87,70.05,1.1344,541.65,337.37,1.1734,1059.18,973.16,1.0893
CUST-0941,Customer 0941,710.64,1396.25,312.19,1.1947,292.17,250.78,1.0771,1416.44,237.52,0.8553,1354.72,893.67,1.016
CUST-0942,Customer 0942,819.51,4247.74,1932.27,0.889,742.63,39.62,1.0377,988.15,358.41,0.8469,344.01,319.67,0.982
CUST-0943,Customer 0943,652.9,979.51,405.45,1.126,763.54,454.47,0.8591,1097.1,754.68,0.8276,1179.55,559.59,0.8959
CUST-0944,Customer 0944,1253.85,2126.48,375.68,0.8675,2433.2,2393.83,1.1264,1193.16,612.89,1.106,859.57,390.78,0.8984
CUST-0945,Customer 0945,-220.02,2304.31,1899.71,0.9134,711.26,378.04,0.8149,765.26,457.08,1.1144,463.02,433.96,0.874
CUST-0946,Customer 0946,-1791.0,1301.77,1205.03,0.9673,3526.88,2823.87,0.9057,1547.79,388.35,1.0782,53.18,51.04,1.0526
CUST-0947,Customer 0947,2340.45,3580.2,720.87,0.9298,839.04,499.38,0.8228,1447.07,1349.7,0.8213,1228.42,1180.23,0.8568
CUST-0948,Customer 0948,-596.06,4271.54,3970.71,1.1193,364.53,285.46,1.067,1428.6,591.27,1.0893,361.61,296.12,0.9726
CUST-0949,Customer 0949,3467.85,4385.42,78.33,1.1831,3502.98,2296.53,0.9473,1430.62,410.54,0.9795,947.61,438.18,1.0093
CUST-0950,Customer 0950,252.11,1762.68,1630.41,1.1501,1181.31,816.44,1.0608,1780.72,1610.35,0.8632,823.3,173.14,0.9753
CUST-0951,Customer 0951,-1493.93,2701.17,2571.32,0.8614,1701.69,387.66,0.9388,1190.79,780.31,0.9181,6.67,2.56,1.142
CUST-0952,Customer 0952,-184.61,1317.19,15.87,1.1107,3836.11,2845.71,0.9823,1934.14,1187.46,1.0005,1491.52,1399.49,0.9773
CUST-0953,Customer 0953,-1943.32,1299.5,991.54,0.8592,3777.48,898.7,0.9832,238.39,211.39,0.9319,1221.49,444.08,0.8331
CUST-0954,Customer 0954,-1215.42,890.14,863.62,1.1654,2859.67,2804.31,0.8182,1263.92,73.99,1.1879,729.71,552.18,1.1969
CUST-0955,Customer 0955,98.03,4706.09,4263.26,1.0072,275.76,62.81,0.9721,1433.85,1201.11,0.9899,1020.51,941.94,1.138
CUST-0956,Customer 0956,-2061.18,4451.15,4320.78,0.9346,2373.36,561.74,1.0564,954.44,646.98,0.9489,714.89,693.72,1.064
CUST-0957,Customer 0957,617.18,3909.06,2151.25,0.8628,3956.31,3397.18,1.0184,576.42,207.51,1.0693,1116.88,1058.44,1.1025
CUST-0958,Customer 0958,-1215.35,2636.54,206.06,0.8047,3787.66,920.35,0.8301,1100.07,282.0,1.0602,201.49,111.84,0.8513
CUST-0959,Customer 0959,-97.67,2503.98,2127.86,0.8992,424.01,153.03,1.0672,729.5,76.46,0.801,669.53,329.33,1.1064
CUST-0960,Customer 0960,689.29,2695.75,1654.73,1.1656,1583.87,1131.9,0.9235,1818.25,1711.11,1.0474,503.31,497.09,0.8831
CUST-0961,Customer 0961,308.01,2729.18,1677.73,1.1189,1262.15,200.36,0.8058,713.58,101.27,0.8975,689.48,150.43,0.9956
CUST-0962,Customer 0962,1398.05,2229.36,930.21,1.1879,518.91,82.54,0.8622,351.41,91.17,0.9501,675.71,126.72,0.8712
CUST-0963,Customer 0963,-1534.6,745.6,426.37,0.8403,2779.19,1351.68,0.999,1152.78,796.69,1.0825,214.64,206.74,1.1015
CUST-0964,Customer 0964,36.69,715.75,109.92,1.0369,1095.39,266.94,0.9242,791.99,562.43,1.023,1464.73,1009.48,0.8984
CUST-0965,Customer 0965,-159.37,4766.02,3525.76,0.9029,1379.46,325.08,1.0778,191.8,30.84,0.9475,23.24,12.46,0.9013
CUST-0966,Customer 0966,1824.48,2461.95,184.69,1.0172,361.44,3.34,0.8963,1129.68,919.71,0.867,15.11,2.0,0.8437
CUST-0967,Customer 0967,-425.44,4770.71,3481.57,0.9282,1991.87,737.89,1.1091,1075.69,548.91,1.0022,560.16,287.5,1.0882
CUST-0968,Customer 0968,-271.15,901.53,765.38,0.9134,632.67,201.35,0.9146,346.39,293.9,0.9277,930.56,878.65,0.9183
CUST-0969,Customer 0969,-1335.06,2816.64,1330.77,1.0295,1728.36,53.85,1.0483,1195.28,104.33,1.1652,269.48,162.47,1.0073
CUST-0970,Customer 0970,-421.45,1117.81,569.89,0.8733,573.37,356.2,1.1197,1134.72,48.6,1.0137,799.79,323.62,0.9329
CUST-0971,Customer 0971,91.66,1340.6,418.55,0.9877,3815.4,2390.94,0.9542,1547.23,985.57,1.1464,1084.16,597.48,1.1099
CUST-0972,Customer 0972,-1006.53,247.27,239.72,1.0603,579.93,41.06,0.8187,723.14,108.49,0.9561,141.09,125.03,0.8906
CUST-0973,Customer 0973,-1406.75,682.87,500.63,0.8513,2087.55,661.84,1.0142,497.52,261.17,1.131,1476.63,1347.94,1.1763
CUST-0974,Customer 0974,2015.36,4592.56,1694.6,1.1722,787.92,687.7,1.1982,1902.44,26.84,0.8226,505.05,202.06,0.9285
CUST-0975,Customer 0975,1334.75,1675.51,292.89,1.0023,305.45,177.82,1.1876,1122.44,875.42,0.9192,963.62,585.94,0.8415
CUST-0976,Customer 0976,2374.39,3079.83,676.27,1.1278,809.23,333.38,0.8884,54.28,48.83,0.8313,166.08,46.37,0.8961
CUST-0977,Customer 0977,1494.16,2378.57,1103.47,1.0616,219.1,101.9,1.1023,1641.42,1376.96,0.8127,1064.23,480.06,0.8296
CUST-0978,Customer 0978,666.35,2062.21,1943.77,1.084,557.59,116.13,0.938,393.52,377.13,1.1675,1260.68,277.2,0.9875
CUST-0979,Customer 0979,361.88,2706.24,1986.78,1.0865,1973.94,1602.61,0.8641,1572.07,1419.73,1.0867,157.93,83.94,0.9001
CUST-0980,Customer 0980,-52.26,1017.47,219.0,1.15,2607.26,2383.05,1.0664,1410.32,626.21,1.05,188.79,109.17,1.1544
CUST-0981,Customer 0981,-205.2,4944.16,4249.81,1.0454,349.36,318.15,1.0003,1937.63,771.85,1.013,421.57,142.42,1.0069
CUST-0982,Customer 0982,1148.77,4109.71,1554.29,0.9113,1764.07,395.04,1.0157,1931.16,1730.67,1.0278,17.9,4.87,0.8933
CUST-0983,Customer 0983,-158.6,3733.91,3180.25,0.8398,2324.99,722.47,1.131,548.82,508.72,1.0555,1479.08,223.38,0.9805
CUST-0984,Customer 0984,1791.2,2396.92,579.33,1.0425,936.9,150.49,0.9346,1532.9,1491.26,1.1306,897.58,125.25,0.8784
CUST-0985,Customer 0985,-755.7,849.1,525.3,0.8265,1488.31,457.21,1.0668,633.71,486.89,1.0388,911.38,648.41,0.8715
CUST-0986,Customer 0986,48.05,4611.26,4273.12,0.8965,287.34,95.63,0.9465,1258.4,254.18,1.0994,1438.44,318.81,0.9203
CUST-0987,Customer 0987,1688.74,1772.8,457.19,0.8243,880.52,557.46,0.8171,1195.49,1129.68,0.9124,1248.04,147.24,0.8433
CUST-0988,Customer 0988,-1312.7,345.52,239.42,1.0196,1867.01,354.07,0.9512,109.09,103.32,1.1907,1221.36,1219.98,0.8755
CUST-0989,Customer 0989,82.79,1777.78,1755.22,0.8641,3961.77,3642.44,1.18,10.36,6.9,0.8128,509.25,132.36,1.1752
CUST-0990,Customer 0990,31.13,3992.84,601.31,1.0442,3985.06,410.86,0.9933,115.53,99.04,0.9546,502.3,450.09,1.0667
CUST-0991,Customer 0991,-4.58,3151.27,278.58,1.1163,3918.49,26.95,0.8433,255.88,143.59,1.1528,437.61,266.59,1.1684
CUST-0992,Customer 0992,1234.56,3779.11,2547.86,1.1288,1692.35,1446.87,1.0751,515.3,486.51,0.8722,520.04,371.87,0.9027
CUST-0993,Customer 0993,1190.11,3988.81,1355.14,0.9238,322.72,227.12,1.1854,1813.91,170.39,0.8565,554.26,310.89,1.1428
CUST-0994,Customer 0994,136.71,1138.58,81.12,1.0196,1294.29,459.94,1.1632,1037.27,896.16,0.9462,210.01,37.97,0.9449
CUST-0995,Customer 0995,700.92,4626.54,2199.02,1.0252,950.86,566.24,1.0288,1593.78,88.46,0.9713,533.92,452.26,0.8577
CUST-0996,Customer 0996,-665.49,2246.15,1693.08,0.9892,56.51,12.63,0.9505,1676.62,568.55,1.1734,670.12,554.84,1.1219
CUST-0997,Customer 0997,932.9,3231.17,921.28,1.062,380.93,64.14,1.0323,1469.89,198.91,1.1344,464.02,162.26,0.8239
CUST-0998,Customer 0998,-1359.93,111.31,37.29,0.884,1812.77,854.09,1.1264,782.77,375.05,0.9856,248.02,189.45,0.9619
CUST-0999,Customer 0999,-1381.14,4967.51,4201.02,1.1917,1358.65,479.86,1.1445,1727.72,401.26,1.1892,560.12,304.17,1.1277
CUST-1000,Customer 1000,275.16,1476.39,767.83,0.8392,721.41,443.83,1.1275,1484.1,1412.97,1.0569,721.36,655.75,1.0469
